from,to,relation
朴硝（硭硝、马牙硝）,指头肿痛,主治
朴硝（硭硝、马牙硝）,风疹、漆疮,主治
朴硝（硭硝、马牙硝）,难产,主治
朴硝（硭硝、马牙硝）,死胎不下,主治
死胎不下,用硭硝末二钱，热童便送下。,用法
难产,用硭硝末二钱，热童便送下。,用法
风疹、漆疮,用硭硝煎水涂试。,用法
指头肿痛,用硭硝煎水浸泡指头。,用法
豌豆疮（已成红黑色，但尚未成脓）,用猪胆汁和硭硝末涂敷。,用法
小儿鹅口疮,用硭硝擦舌，一天擦五次。,用法
口舌生疮,用朴硝含口中。,用法
喉痹肿痛,用朴硝一两，分次细细含咽，有效。或加丹砂一钱亦可。如感气塞不通，加生甘草末二钱半吹入喉部。,用法
牙痛,把皂荚煎成浓汁，加入朴硝煎化。倒在石上，等结成箱后，刮取擦牙。,用法
退翳明目,取硭硝用厚纸包严，放在怀内，贴肉存一百二十天，取出研细，稍加龙脑。点眼。只要瞳孔未破，虽多年翳障，也可以消散。此方名“白龙散”。又方：硭硝十两，溶热水中，滤过。余汁用瓦罐熬干，露一夜。加铅丹（水飞，炒过）一两、麝香半分，再加一点脑子。每日点眼。,用法
骨蒸热（按：即结核病）,用硭硝粉，每服一茶匙。一天服两次。,用法
腹中痞块,用朴硝一两、独蒜一个、大黄末八分，共捣成饼，贴患处，以痞块消除为度。,用法
大小便闭，鼓胀欲死,用硭硝三两，泡在一升开水中，饮下。引起呕吐即愈。,用法
小便不通,用硭硝三钱，茴香酒送下。,用法
两眼红肿,用硭硝粉放在豆腐上蒸化，取汁点眼。,用法
眼睑红烂,硭硝用水蒸，露一夜，过滤。以清液洗眼。虽久患者亦能治。,用法
玄明粉,金石部,属于
玄明粉,白龙粉,别名
玄明粉,为白净朴硝，先与萝卜处同煎，后与甘划同煎，再经火煅制成。,用法
玄明粉,辛、甘、冷、无毒。,性状
玄明粉,热阙（按：指伏热引起的四肢厥冷）,主治
玄明粉,伤寒发狂,主治
玄明粉,鼻血水上,主治
鼻血水上,用玄明粉二钱，清水送服。凡脾胃虚冷及陰虚火动者忌服玄明粉。,用法
伤寒发狂,用玄明粉二钱、丹砂一钱，研细，冷水送服。,用法
热阙（按：指伏热引起的四肢厥冷）,用玄明粉三钱，热童便送下。,用法
硝石,金石部,属于
硝石,硭硝,别名
硝石,苦硝,别名
硝石,焰硝,别名
硝石,火硝,别名
硝石,地霜,别名
硝石,生硝,别名
硝石,北帝玄珠,别名
硝石,苦、寒、无毒。认为：应该是辛、苦、大温、无毒。,性状
硝石,头痛欲死,主治
硝石,心腹痛,主治
硝石,腰腹痛,主治
硝石,眼红肿痛,主治
硝石,眼目障翳,主治
硝石,喉痹,主治
硝石,伏暑泻痢，肠风下血,主治
硝石,五种淋疾（一、劳淋：劳倦虚损，小便不通，小竟急痛。二、血淋：小便不出，只是下血，疼痛满急。三、热淋：小便红热，脐下急痛。四、气淋：小竟满急，尿后常有余滴。五、石淋：尿不能出，只下石砂，小竟胀痛）,主治
硝石,背疽初起（恶寒，背上现疮肿瘾疹）,主治
硝石,女劳黑疸（傍晚时便恶寒发热，膀胱急，小竟满，全身发黄，只是额头黑，故称“黑疸”）,主治
女劳黑疸（傍晚时便恶寒发热，膀胱急，小竟满，全身发黄，只是额头黑，故称“黑疸”）,用硝石、矾石（烧过），等分为末，每服一茶匙，大麦汁送下。一日服三次。服后，如小便变黄，小便变黑，即为将愈之象。,用法
背疽初起（恶寒，背上现疮肿瘾疹）,用硝石三两，溶开水一升中泡化。然后以厚毛巾浸水拧旧在患处。巾冷再换。,用法
五种淋疾（一、劳淋：劳倦虚损，小便不通，小竟急痛。二、血淋：小便不出，只是下血，疼痛满急。三、热淋：小便红热，脐下急痛。四、气淋：小竟满急，尿后常有余滴。五、石淋：尿不能出，只下石砂，小竟胀痛）,用上等硝石一两，研细，每服二钱。劳淋者，用葵子末煎汤送下，通后应服补虚丸散。血淋者，热淋者，都有冷水送下。气淋者，用木通煎汤送下。石淋者，用温水送下，但须先将药末在锅内隔纸炒过。此方名“透格散”。一般小便不通者。也可服透格散，小麦汤送下。,用法
伏暑泻痢，肠风下血,用硝石、硫磺各一两，白矾、滑石各半两，面粉四两，共研细，滴水做成丸子，如梧子大。每服三十至五十丸。清水送下。,用法
喉痹,用硝石一两半、白僵蚕一钱、硼砂半两、脑子少许，共研细，吹喉内。,用法
眼目障翳,用硝石一两，熔于铜器中，加水飞过的铅丹二分、片脑二分。点眼。,用法
眼红肿痛,用硝石研细，卧时取黍米大点眼眶内。次早，盐水洗去。,用法
头痛欲死,以硝石末吹鼻内，即愈。,用法
心腹痛,以硝石、雄黄各一钱，研细。每点少许在眼眶内，即愈。此方名“火龙丹”。,用法
也用火龙丹。,以硝石、雄黄各一钱，研细。每点少许在眼眶内，即愈。此方名“火龙丹”。,用法
硇砂,金石部,属于
硇砂,砂,别名
硇砂,狄盐,别名
硇砂,北庭砂,别名
硇砂,气砂,别名
硇砂,透骨将军,别名
硇砂,咸、苦、辛、温、有毒。,性状
硇砂,肾脏积冷，心腹疼，面青脚冷,主治
硇砂,积年气块，脐腹疼痛,主治
硇砂,痃癖症块（按：症状为心胸绞痛，有积块）,主治
硇砂,反胃,主治
硇砂,各种痢疾,主治
硇砂,月经不通，脐腹积聚疼痛,主治
硇砂,死胎不下,主治
硇砂,喉痹口噤,主治
硇砂,牙齿肿痛,主治
硇砂,眼生弩肉,主治
硇砂,鱼骨鲠喉,主治
硇砂,喝虿叮螫,主治
硇砂,疔疮肿毒,主治
疔疮肿毒,用好硇砂、雄黄，等分为末。针刺疮口，挤去恶血后，以豆大的一撮药搽入疮中，外贴纸包好。如有毒气入腹引起呕吐时，可服“护心散”即愈。,用法
喝虿叮螫,用水调硇砂涂搽。,用法
鱼骨鲠喉,用硇砂少许，嚼咽可下。,用法
眼生弩肉,用杏仁百枚，蒸熟后去皮尖，研捣后取净汁。汁中加硇砂末一钱，水煮化。每日以汁点眼。,用法
牙齿肿痛,用老鼠一个，剥去皮后，擦上硇砂。三日后，肉化尽。取壳，瓦上焙干，研细，加入樟脑一钱、蟾蜍二分，每用少许点牙根上，能消肿痛。,用法
喉痹口噤,用硇砂、硭硝等分，研匀，点喉部。,用法
死胎不下,用硇砂、当归各半两，共研为末。分两次服，温酒调下。,用法
月经不通，脐腹积聚疼痛,用硇砂一两、皂角五个（去皮和子，锉成末），共研为末。加头醋一大碗熬膏，又放入陈皮末三两。捣细做成丸子，如梧子大。每服五丸，温酒送下。,用法
各种痢疾,用硇砂、丹砂各二钱半，研细。另以黄蜡半两，巴豆仁二十一粒（去膜）同在瓦罐内煮透。到豆色变紫时，取其中七粒与硇砂、丹砂共研匀，和熔蜡做成丸子，如绿豆大。每服三丸至九丸，淡姜汤送下。此方名“灵砂丹”。,用法
肾脏积冷，心腹疼，面青脚冷,用硇砂二两、桃仁一两（去皮）。先以酒一小碗煮硇砂，沸十多次，去掉砂石，加入桃仁涨，慢慢熬成膏，和蒸饼做成丸子，如梧子大。每服二十丸，热酒送下。,主治
积年气块，脐腹疼痛,取木瓜三个，切开去瓤，将醋煮过的硇砂二两装入瓜内，晒在太陽下。到瓜烂时，研匀，加米醋五升煎浓，再加蜜收存。用时以附子末和成丸子，如梧子大。每服一丸，热酒化下。,主治
痃癖症块（按：症状为心胸绞痛，有积块）,取桑条烧灰，淋去苦汁，晒干。另按硇砂一两和水三两的比便，把硇砂、水、灰拌合起来，使干湿适当，然后放入瓶中。放前，瓶底热灰约半寸，放后，还要将灰填盖好。如此处理完毕，再以文武火煅红。冷定取出，倒药在小竹箕上（箕上先铺好三层纸），用热水淋药，收取滤汁，淋至硇味去尽为止。保持滤汁于热灰中，常令鼓出小鱼眼小泡。待汁干后，再煅一次，取药重研，加粟饭揉成丸子，如绿豆大。每服五丸，空心服，酒送下。,主治
反胃,用硇砂二钱，加水调和，包入荞麦面中，煅焦。冷后，剥取中间湿药。焙干一钱，配槟榔二钱、丁香二个，共研细。每服七厘，烧酒送下。一天服三次，服至病愈为止。愈后吃白粥半月，还要服其他健胃药。,主治
蓬,金石部,属于
蓬,鹏砂,别名
蓬,盆砂,别名
蓬,一作硼砂,别名
蓬,苦、辛、暖、无毒（李时珍认为：甘、微咸、凉、无毒）。,性状
蓬,鼻血不止,主治
蓬,肺痨,主治
蓬,咽喉谷贼（按：指咽喉为谷物芒刺所伤，引起肿痛）,主治
蓬,咽喉肿痛,主治
蓬,喉痹、牙疳,主治
蓬,骨鲠在咽,主治
蓬,弩肉瘀突,主治
弩肉瘀突,用硼砂一钱、片脑少许，研细，以灯草蘸药点弩肉上。,用法
骨鲠在咽,用硼砂一小块含化咽汁。,用法
喉痹、牙疳,用硼砂粉吹痛处。,用法
咽喉肿痛,用硼砂、白梅等分，捣成丸子，如芡子大。每次含经一丸。,用法
咽喉谷贼（按：指咽喉为谷物芒刺所伤，引起肿痛）,用硼砂、硭硝，等分为末，取半钱和蜜含咽。,用法
肺痨,用硼砂、硇砂、兔屎，等分为末，加蜜做成丸子，如梧子大。每服七丸。生甘草一分，以水一杯揉汁，送药丸下。,用法
鼻血不止,用硼砂一钱，水冲服立止。,用法
石硫磺,金石部,属于
石硫磺,硫磺,别名
石硫磺,黄硇砂,别名
石硫磺,黄牙,别名
石硫磺,陽侯,别名
石硫磺,将军,别名
石硫磺,酸、温、有毒。,性状
石硫磺,腰膝寒冷无力,主治
石硫磺,脚气病,主治
石硫磺,伤寒陰症（极冷，厥逆烦燥，腹痛脉微）,主治
石硫磺,积块作痛,主治
石硫磺,气虚暴泄，日夜二、三十次，腹痛不止,主治
石硫磺,霍乱吐泻,主治
石硫磺,脾虚下白（脾胃虚冷，停水停气，凝成白涕下出）,主治
石硫磺,老人时泄时秘，交替出现,主治
石硫磺,红白痢,主治
石硫磺,久疟不止,主治
石硫磺,肾虚头痛,主治
石硫磺,酒鼻,主治
石硫磺,小儿耳,主治
石硫磺,突然耳聋,主治
石硫磺,一切恶疮,主治
石硫磺,疥疮有虫,主治
疥疮有虫,用油煎鸡蛋和硫磺粉调匀搽疮上。,用法
一切恶疮,用好硫磺三两、荞麦粉二两，共研为末，滴水，捏成饼，晒干收存。临用时，取饼研细，以水调匀敷患处。,用法
突然耳聋,用硫磺、雄黄，等分为末，棉花裹着塞耳内，数日可愈。,用法
小儿耳,用硫磺末和蜡作成捻子插在耳中。一天换两次。,用法
酒鼻,用生硫磺半两、杏仁二钱、水银粉一钱，共研为末，每夜搽鼻。,用法
肾虚头痛,用硫磺一两，加胡粉为末，和饭做成丸子，如梧子大。痛时，以冷水送服五丸。又方：硫磺末、食盐等分，水调生面糊药成丸子，如梧子大。每服五丸，加蒸饼糊成丸子，如梧子大。每服三至五丸。,用法
腰膝寒冷无力,用硫磺半斤，放在桑枝灰五斗的淋汁中，煮三沸。假干，以大火煅后研细。另取地坑里清水（穿地约一尺二寸，投水其中，等澄清后取用）和上述的硫磺末在坩锅中熬成膏子。再加米饭揉匀做成丸子，如麻子大。每服十丸，空心服，盐汤送下。,用法
脚气病,用硫磺粉三两、钟乳粉五升，加水煮沸，煎成三升。每服三合。又方：牛乳三升，煎至一升半。取五合，调硫磺粉一两。一次服下，蒙被而卧，须出汁为好，注意避风。如不出汗，再服药一次。隔几天之后，又照此服药。如此几次，可见效。,用法
伤寒陰症（极冷，厥逆烦燥，腹痛脉微）,煎艾汤服硫磺末三钱。安卧，出汗自愈。,用法
积块作痛,用硫磺、硝石、结砂、青皮、陈皮各四两，共研为末，加面糊成丸子，如梧子大。每服三十丸，空心服，米汤送下。,用法
气虚暴泄，日夜二、三十次，腹痛不止,用硫磺二两，枯矾半两，共研为末，加蒸饼糊成丸子，丹砂为衣，如梧子大。每服十五至二十丸，温水或盐汤送下。此方名“朝真丹”，暑天可旅行宜备。,用法
霍乱吐泻,用硫磺一两、胡椒五钱，共研为末，加黄蜡一两，熔化调丸，如皂角子大。每服一丸，凉水送下。,用法
脾虚下白（脾胃虚冷，停水停气，凝成白涕下出）,用硫磺一两、炒面粉一分，共研为末，滴水糊成丸子，如梧子大。每服五十丸，米汤送下。,用法
老人时泄时秘，交替出现,用硫磺、半夏（热水泡七次，焙干）等分，研细，与生姜汁、蒸饼和在一起捣匀，做成丸子，如梧子大。每服十五至二十丸，空心服，温酒或姜汤上。妇女用醋汤送下。,用法
红白痢,用硫磺、蛤粉，等分为末，加糊为丸，如梧子大。每服十五丸，米汤送下。,用法
久疟不止,用硫磺、丹砂，等分为末，每服二钱。发病日清晨服。寒多则硫磺用量加倍，热多则丹砂且量加倍。又方：硫磺、蜡茶，等分为末。每服二钱，冷水送下，发病日清晨服。寒多则增加硫磺用量，热多则增加蜡茶用量。服药二次后可见效。,用法
石硫赤,金石部,属于
石硫赤,石亭脂,别名
石硫赤,石硫丹,别名
石硫赤,石硫芝,别名
石硫赤,为硫磺之呈现红色者，功同硫磺。,用法
石硫赤,苦、温、无毒。,性状
石硫赤,赤鼻作痛,主治
石硫赤,风温脚气,主治
风温脚气,用生石亭脂一两、生川乌头一两、无名异二两，共研为末，葱白捣汁和药做成丸子，如梧子大。每服一钱，空心服，淡茶加生葱送下。,用法
赤鼻作痛,用呈紫色的石亭脂（红色者次之，黄色者勿用），研细，冷水调搽患处，半月可愈。,用法
